Latitude (decimal degrees):	38.246
Longitude (decimal degrees):	-0.807
Elevation (m):	120
Radiation database:	PVGIS-SARAH2


Slope: 30 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20190723:1910,0.0,0.0,0.0,30.73,2.21,0.0
20190723:2010,0.0,0.0,0.0,29.3,1.72,0.0
20190723:2110,0.0,0.0,0.0,27.77,1.17,0.0
20190723:2210,0.0,0.0,0.0,28.0,0.55,0.0
20190723:2310,0.0,0.0,0.0,27.4,0.34,0.0
20190724:0010,0.0,0.0,0.0,26.55,0.76,0.0
20190724:0110,0.0,0.0,0.0,24.65,1.31,0.0
20190724:0210,0.0,0.0,0.0,23.16,1.59,0.0
20190724:0310,0.0,0.0,0.0,22.04,1.79,0.0
20190724:0410,0.0,0.0,0.0,21.15,1.93,0.0
20190724:0510,0.0,0.0,0.0,20.52,1.93,0.0
20190724:0610,41.78,79.04,12.25,21.0,1.59,0.0
20190724:0710,187.34,270.99,23.79,25.99,1.24,0.0
20190724:0810,368.33,492.26,35.54,30.28,2.14,0.0
20190724:0910,519.79,693.74,47.22,32.39,3.03,0.0
20190724:1010,632.35,856.36,58.32,33.76,3.52,0.0
20190724:1110,709.35,972.04,67.58,34.67,3.93,0.0
20190724:1210,725.57,997.08,71.65,35.15,4.21,0.0
20190724:1310,707.04,966.6,67.46,35.26,4.41,0.0
20190724:1410,635.87,860.1,58.15,35.09,4.34,0.0
20190724:1510,520.59,695.98,47.04,34.65,4.21,0.0
20190724:1610,366.2,492.88,35.35,33.92,3.93,0.0
20190724:1710,180.88,269.12,23.6,32.84,3.59,0.0
20190724:1810,36.68,75.62,12.07,31.44,2.97,0.0
20190724:1910,0.0,0.0,0.0,29.34,2.0,0.0
20190724:2010,0.0,0.0,0.0,27.96,1.45,0.0
20190724:2110,0.0,0.0,0.0,26.61,1.03,0.0
20190724:2210,0.0,0.0,0.0,26.01,0.69,0.0
20190724:2310,0.0,0.0,0.0,24.59,1.03,0.0
20190725:0010,0.0,0.0,0.0,23.74,1.17,0.0
20190725:0110,0.0,0.0,0.0,23.05,1.31,0.0
20190725:0210,0.0,0.0,0.0,22.31,1.52,0.0
20190725:0310,0.0,0.0,0.0,21.78,1.59,0.0
20190725:0410,0.0,0.0,0.0,21.34,1.66,0.0
20190725:0510,0.0,0.0,0.0,20.77,1.66,0.0
20190725:0610,37.26,75.06,12.12,21.3,1.45,0.0
20190725:0710,185.95,268.93,23.66,25.7,1.03,0.0
20190725:0810,365.75,491.37,35.42,29.74,1.24,0.0
20190725:0910,525.2,705.5,47.09,31.62,2.07,0.0
20190725:1010,613.57,828.88,58.18,32.84,3.17,0.0
20190725:1110,705.38,963.3,67.4,33.68,3.72,0.0
20190725:1210,725.36,993.58,71.44,34.15,4.0,0.0
20190725:1310,708.18,968.44,67.28,34.5,4.0,0.0
20190725:1410,630.02,852.56,58.02,34.64,4.0,0.0
20190725:1510,520.14,696.4,46.92,34.47,3.86,0.0
20190725:1610,365.34,492.05,35.24,33.77,3.66,0.0
20190725:1710,182.33,273.53,23.48,32.76,3.45,0.0
20190725:1810,32.51,71.73,11.95,31.09,3.38,0.0
20190725:1910,0.0,0.0,0.0,28.34,2.97,0.0
20190725:2010,0.0,0.0,0.0,26.52,2.14,0.0
20190725:2110,0.0,0.0,0.0,25.46,1.38,0.0
20190725:2210,0.0,0.0,0.0,24.6,0.76,0.0
20190725:2310,0.0,0.0,0.0,24.28,0.69,0.0
20190726:0010,0.0,0.0,0.0,24.57,0.34,0.0
20190726:0110,0.0,0.0,0.0,24.19,0.28,0.0
20190726:0210,0.0,0.0,0.0,23.76,0.48,0.0
20190726:0310,0.0,0.0,0.0,23.34,0.62,0.0
20190726:0410,0.0,0.0,0.0,22.67,0.83,0.0
20190726:0510,0.0,0.0,0.0,22.28,0.83,0.0
20190726:0610,37.87,75.05,11.99,22.53,0.69,0.0
20190726:0710,180.56,260.2,23.54,25.15,0.21,0.0
20190726:0810,363.21,483.97,35.3,27.6,0.97,0.0
20190726:0910,509.68,683.94,46.97,29.92,1.38,0.0
20190726:1010,604.47,831.68,58.03,32.09,1.52,0.0
20190726:1110,674.19,943.84,67.21,34.0,1.93,0.0
20190726:1210,544.88,748.06,71.23,35.29,2.83,0.0
20190726:1310,688.33,949.08,67.1,35.35,3.52,0.0
20190726:1410,622.45,844.98,57.87,35.15,3.86,0.0
20190726:1510,505.63,679.61,46.79,35.33,3.86,0.0
20190726:1610,356.61,482.34,35.12,35.07,4.07,0.0
20190726:1710,172.14,254.75,23.37,34.12,4.21,0.0
20190726:1810,37.66,75.37,11.82,32.78,3.59,0.0
20190726:1910,0.0,0.0,0.0,30.94,2.07,0.0
20190726:2010,0.0,0.0,0.0,29.2,1.93,0.0
20190726:2110,0.0,0.0,0.0,27.8,1.72,0.0
20190726:2210,0.0,0.0,0.0,26.69,0.97,0.0
20190726:2310,0.0,0.0,0.0,25.88,0.9,0.0
20190727:0010,0.0,0.0,0.0,24.56,1.66,0.0
20190727:0110,0.0,0.0,0.0,24.26,2.21,0.0
20190727:0210,0.0,0.0,0.0,23.97,2.41,0.0
20190727:0310,0.0,0.0,0.0,23.63,2.41,0.0
20190727:0410,0.0,0.0,0.0,23.07,2.28,0.0
20190727:0510,0.0,0.0,0.0,22.33,2.21,0.0
20190727:0610,32.22,70.22,11.86,22.54,2.21,0.0
20190727:0710,187.33,271.37,23.41,26.06,2.69,0.0
20190727:0810,378.92,494.95,35.17,28.06,3.93,0.0
20190727:0910,530.08,690.38,46.84,29.66,4.28,0.0
20190727:1010,644.32,854.33,57.88,31.39,4.41,0.0
20190727:1110,709.86,959.63,67.02,33.08,4.34,0.0
20190727:1210,720.36,984.41,71.0,34.56,4.34,0.0
20190727:1310,188.59,262.04,66.91,35.68,4.48,0.0
20190727:1410,384.11,517.94,57.72,36.24,4.83,0.0
20190727:1510,514.81,689.91,46.66,36.15,4.9,0.0
20190727:1610,365.66,494.25,35.0,35.81,4.97,0.0
20190727:1710,178.36,269.35,23.24,35.29,4.9,0.0
20190727:1810,30.83,69.6,11.69,34.54,4.9,0.0
20190727:1910,0.0,0.0,0.0,32.76,4.41,0.0
20190727:2010,0.0,0.0,0.0,31.31,4.83,0.0
20190727:2110,0.0,0.0,0.0,30.21,4.69,0.0
20190727:2210,0.0,0.0,0.0,29.21,4.62,0.0
20190727:2310,0.0,0.0,0.0,28.22,4.55,0.0
20190728:0010,0.0,0.0,0.0,27.27,4.21,0.0
20190728:0110,0.0,0.0,0.0,26.3,3.66,0.0
20190728:0210,0.0,0.0,0.0,25.52,2.83,0.0
20190728:0310,0.0,0.0,0.0,24.65,1.86,0.0
20190728:0410,0.0,0.0,0.0,24.02,1.1,0.0
20190728:0510,0.0,0.0,0.0,23.41,0.62,0.0
20190728:0610,34.77,72.16,11.73,23.26,0.55,0.0
20190728:0710,183.56,265.16,23.29,25.34,0.9,0.0
20190728:0810,368.68,491.5,35.05,27.02,0.69,0.0
20190728:0910,518.3,692.05,46.7,28.42,1.24,0.0
20190728:1010,633.44,857.2,57.73,29.69,1.93,0.0
20190728:1110,692.6,946.34,66.83,30.65,2.41,0.0
20190728:1210,724.42,981.88,70.78,30.96,3.45,0.0
20190728:1310,711.07,951.65,66.72,31.01,4.28,0.0
20190728:1410,654.88,866.22,57.57,30.79,4.41,0.0
20190728:1510,494.45,642.9,46.53,30.31,5.1,0.0
20190728:1610,372.98,488.33,34.87,29.53,5.1,0.0
20190728:1710,183.64,268.29,23.11,28.63,4.69,0.0
20190728:1810,31.2,68.75,11.55,27.53,3.93,0.0
20190728:1910,0.0,0.0,0.0,26.37,2.9,0.0
20190728:2010,0.0,0.0,0.0,25.38,2.28,0.0
20190728:2110,0.0,0.0,0.0,24.67,1.72,0.0
20190728:2210,0.0,0.0,0.0,24.09,1.38,0.0
20190728:2310,0.0,0.0,0.0,23.45,1.24,0.0
20190729:0010,0.0,0.0,0.0,22.7,1.1,0.0
20190729:0110,0.0,0.0,0.0,22.22,0.83,0.0
20190729:0210,0.0,0.0,0.0,22.35,0.69,0.0
20190729:0310,0.0,0.0,0.0,22.65,0.48,0.0
20190729:0410,0.0,0.0,0.0,22.56,0.48,0.0
20190729:0510,0.0,0.0,0.0,22.08,0.55,0.0
20190729:0610,32.9,70.04,11.59,22.19,0.34,0.0
20190729:0710,186.41,269.84,23.16,23.61,0.28,0.0
20190729:0810,370.21,493.57,34.92,25.79,0.21,0.0
20190729:0910,518.62,696.65,46.57,28.28,0.83,0.0
20190729:1010,633.09,862.24,57.57,30.46,1.79,0.0
20190729:1110,699.16,958.13,66.63,32.03,2.76,0.0
20190729:1210,723.12,988.3,70.54,32.84,3.59,0.0
20190729:1310,713.78,968.79,66.51,33.02,4.0,0.0
20190729:1410,639.67,857.73,57.41,32.92,4.07,0.0
20190729:1510,522.32,692.25,46.39,32.69,4.0,0.0
20190729:1610,371.79,495.26,34.74,32.12,4.14,0.0
20190729:1710,181.23,268.65,22.97,30.96,4.14,0.0
20190729:1810,30.91,68.31,11.41,29.44,3.93,0.0
20190729:1910,0.0,0.0,0.0,27.5,2.97,0.0
20190729:2010,0.0,0.0,0.0,26.12,2.0,0.0
20190729:2110,0.0,0.0,0.0,25.27,1.38,0.0
20190729:2210,0.0,0.0,0.0,24.48,1.24,0.0
20190729:2310,0.0,0.0,0.0,23.55,1.03,0.0
20190730:0010,0.0,0.0,0.0,23.67,0.48,0.0
20190730:0110,0.0,0.0,0.0,23.32,0.21,0.0
20190730:0210,0.0,0.0,0.0,22.62,0.62,0.0
20190730:0310,0.0,0.0,0.0,21.76,0.83,0.0
20190730:0410,0.0,0.0,0.0,21.65,0.76,0.0
20190730:0510,0.0,0.0,0.0,21.88,0.62,0.0
20190730:0610,35.33,71.21,11.46,21.61,0.69,0.0
20190730:0710,185.15,268.48,23.03,24.46,0.76,0.0
20190730:0810,363.73,487.18,34.8,27.86,0.62,0.0
20190730:0910,510.26,687.5,46.44,30.71,1.38,0.0
20190730:1010,635.7,865.26,57.41,32.55,2.55,0.0
20190730:1110,699.19,951.58,66.43,33.37,3.79,0.0
20190730:1210,725.82,981.69,70.31,33.27,4.69,0.0
20190730:1310,715.65,956.88,66.31,32.48,5.17,0.0
20190730:1410,640.69,846.02,57.24,31.57,4.97,0.0
20190730:1510,526.28,685.96,46.24,30.69,4.9,0.0
20190730:1610,360.73,473.76,34.6,29.7,4.62,0.0
20190730:1710,167.88,239.64,22.83,28.43,4.34,0.0
20190730:1810,42.89,75.45,11.26,27.16,4.07,0.0
20190730:1910,0.0,0.0,0.0,25.91,3.31,0.0
20190730:2010,0.0,0.0,0.0,24.85,2.41,0.0
20190730:2110,0.0,0.0,0.0,24.24,1.66,0.0
20190730:2210,0.0,0.0,0.0,23.69,1.38,0.0
20190730:2310,0.0,0.0,0.0,23.07,1.17,0.0
20190731:0010,0.0,0.0,0.0,22.6,1.1,0.0
20190731:0110,0.0,0.0,0.0,22.15,1.17,0.0
20190731:0210,0.0,0.0,0.0,21.94,1.86,0.0
20190731:0310,0.0,0.0,0.0,22.05,2.28,0.0
20190731:0410,0.0,0.0,0.0,22.02,1.45,0.0
20190731:0510,0.0,0.0,0.0,21.73,1.03,0.0
20190731:0610,18.62,36.89,11.32,21.61,1.24,0.0
20190731:0710,180.75,257.69,22.9,24.42,3.1,0.0
20190731:0810,331.27,428.11,34.67,25.69,4.0,0.0
20190731:0910,469.22,599.79,46.3,26.71,4.9,0.0
20190731:1010,62.19,95.54,57.25,27.84,5.03,0.0
20190731:1110,73.2,109.73,66.22,28.43,5.1,0.0
20190731:1210,499.32,649.1,70.06,28.98,5.24,0.0
20190731:1310,668.1,874.87,66.09,29.65,5.52,0.0
20190731:1410,164.18,224.2,57.06,30.05,5.66,0.0
20190731:1510,413.59,536.1,46.09,30.03,5.79,0.0
20190731:1610,204.94,274.5,34.45,29.77,5.79,0.0
20190731:1710,174.04,252.2,22.69,29.02,5.59,0.0
20190731:1810,36.95,71.52,11.11,27.95,5.1,0.0
20190731:1910,0.0,0.0,0.0,26.32,4.0,0.0
20190731:2010,0.0,0.0,0.0,25.36,3.38,0.0
20190731:2110,0.0,0.0,0.0,24.61,3.17,0.0
20190731:2210,0.0,0.0,0.0,23.94,2.76,0.0
20190731:2310,0.0,0.0,0.0,23.43,2.21,0.0
20190801:0010,0.0,0.0,0.0,22.84,1.72,0.0
20190801:0110,0.0,0.0,0.0,22.05,1.72,0.0
20190801:0210,0.0,0.0,0.0,21.35,1.72,0.0
20190801:0310,0.0,0.0,0.0,20.77,1.72,0.0
20190801:0410,0.0,0.0,0.0,20.32,1.66,0.0
20190801:0510,0.0,0.0,0.0,19.87,1.66,0.0
20190801:0610,35.87,70.43,11.18,20.2,1.52,0.0
20190801:0710,181.1,259.05,22.77,23.75,2.0,0.0
20190801:0810,376.36,494.42,34.54,25.86,1.52,0.0
20190801:0910,503.01,669.98,46.16,27.93,1.1,0.0
20190801:1010,334.59,449.15,57.09,30.14,1.1,0.0
20190801:1110,543.22,753.71,66.01,32.13,0.83,0.0
20190801:1210,262.23,359.44,69.82,33.66,1.38,0.0
20190801:1310,396.89,541.87,65.87,34.55,1.93,0.0
20190801:1410,613.18,834.02,56.89,34.61,3.31,0.0
20190801:1510,508.2,676.41,45.93,33.64,3.93,0.0
20190801:1610,353.94,471.59,34.3,32.21,4.21,0.0
20190801:1710,171.8,251.88,22.54,30.38,3.93,0.0
20190801:1810,36.16,70.38,10.95,28.68,3.45,0.0
20190801:1910,0.0,0.0,0.0,26.62,3.17,0.0
20190801:2010,0.0,0.0,0.0,25.41,2.14,0.0
20190801:2110,0.0,0.0,0.0,24.81,1.38,0.0
20190801:2210,0.0,0.0,0.0,24.25,0.34,0.0
20190801:2310,0.0,0.0,0.0,24.28,0.48,0.0
20190802:0010,0.0,0.0,0.0,24.08,0.48,0.0
20190802:0110,0.0,0.0,0.0,23.77,0.41,0.0
20190802:0210,0.0,0.0,0.0,23.4,0.34,0.0
20190802:0310,0.0,0.0,0.0,23.06,0.48,0.0
20190802:0410,0.0,0.0,0.0,22.23,0.83,0.0
20190802:0510,0.0,0.0,0.0,21.24,1.03,0.0
20190802:0610,34.8,69.5,11.04,22.33,0.62,0.0
20190802:0710,180.15,260.47,22.64,24.42,0.62,0.0
20190802:0810,361.0,475.6,34.41,26.66,1.59,0.0
20190802:0910,483.18,633.42,46.02,28.4,2.55,0.0
20190802:1010,457.37,602.71,56.92,29.61,3.03,0.0
20190802:1110,580.09,773.09,65.8,30.54,3.38,0.0
20190802:1210,675.93,911.26,69.56,31.3,3.59,0.0
20190802:1310,699.19,943.69,65.65,31.78,3.72,0.0
20190802:1410,626.55,839.26,56.7,31.98,3.52,0.0
20190802:1510,512.62,681.2,45.77,31.94,3.1,0.0
20190802:1610,356.19,476.28,34.15,31.64,3.03,0.0
20190802:1710,172.98,256.03,22.38,30.85,3.24,0.0
20190802:1810,31.3,66.08,10.79,29.56,2.83,0.0
20190802:1910,0.0,0.0,0.0,28.5,2.69,0.0
20190802:2010,0.0,0.0,0.0,26.58,2.76,0.0
20190802:2110,0.0,0.0,0.0,25.05,2.48,0.0
20190802:2210,0.0,0.0,0.0,24.1,1.38,0.0
20190802:2310,0.0,0.0,0.0,23.5,0.69,0.0
20190803:0010,0.0,0.0,0.0,23.4,0.41,0.0
20190803:0110,0.0,0.0,0.0,22.92,0.62,0.0
20190803:0210,0.0,0.0,0.0,22.14,0.97,0.0
20190803:0310,0.0,0.0,0.0,21.71,1.1,0.0
20190803:0410,0.0,0.0,0.0,21.54,1.03,0.0
20190803:0510,0.0,0.0,0.0,21.59,0.9,0.0
20190803:0610,39.06,71.84,10.9,22.8,0.41,0.0
20190803:0710,177.35,254.38,22.51,24.5,0.83,0.0
20190803:0810,342.9,450.68,34.27,26.23,1.59,0.0
20190803:0910,496.36,653.93,45.88,27.95,1.93,0.0
20190803:1010,642.51,863.16,56.76,29.62,2.41,0.0
20190803:1110,700.54,952.52,65.59,31.02,2.9,0.0
20190803:1210,727.85,994.91,69.31,31.98,3.24,0.0
20190803:1310,708.28,963.41,65.41,32.5,3.52,0.0
20190803:1410,629.99,846.6,56.51,32.61,3.59,0.0
20190803:1510,511.16,679.03,45.6,32.4,3.45,0.0
20190803:1610,352.39,470.12,33.99,31.73,3.52,0.0
20190803:1710,171.49,252.57,22.22,30.66,3.17,0.0
20190803:1810,29.08,63.79,10.62,29.19,3.17,0.0
20190803:1910,0.0,0.0,0.0,26.66,2.9,0.0
20190803:2010,0.0,0.0,0.0,25.21,2.07,0.0
20190803:2110,0.0,0.0,0.0,24.42,1.31,0.0
20190803:2210,0.0,0.0,0.0,23.8,0.62,0.0
20190803:2310,0.0,0.0,0.0,23.85,0.34,0.0
20190804:0010,0.0,0.0,0.0,23.35,0.62,0.0
20190804:0110,0.0,0.0,0.0,23.31,0.28,0.0
20190804:0210,0.0,0.0,0.0,22.9,0.14,0.0
20190804:0310,0.0,0.0,0.0,22.57,0.28,0.0
20190804:0410,0.0,0.0,0.0,22.3,0.41,0.0
20190804:0510,0.0,0.0,0.0,22.04,0.62,0.0
20190804:0610,36.8,69.96,10.76,21.79,0.62,0.0
20190804:0710,177.1,255.44,22.37,24.52,0.21,0.0
20190804:0810,358.11,477.1,34.14,26.94,0.62,0.0
20190804:0910,515.06,688.81,45.73,29.05,1.31,0.0
20190804:1010,635.7,863.26,56.59,30.77,2.07,0.0
20190804:1110,695.28,958.18,65.37,32.21,2.41,0.0
20190804:1210,727.78,1006.23,69.04,33.31,2.97,0.0
20190804:1310,698.42,957.94,65.18,33.87,3.38,0.0
20190804:1410,628.04,850.92,56.31,34.05,3.52,0.0
20190804:1510,512.93,685.96,45.43,33.84,3.52,0.0
20190804:1610,352.5,474.01,33.82,33.24,3.45,0.0
20190804:1710,169.47,250.78,22.05,31.94,3.52,0.0
20190804:1810,34.54,67.78,10.45,30.35,3.24,0.0
20190804:1910,0.0,0.0,0.0,27.42,2.76,0.0
20190804:2010,0.0,0.0,0.0,26.18,1.86,0.0
20190804:2110,0.0,0.0,0.0,25.44,1.38,0.0
20190804:2210,0.0,0.0,0.0,24.8,1.03,0.0
20190804:2310,0.0,0.0,0.0,24.46,0.69,0.0
20190805:0010,0.0,0.0,0.0,24.41,0.34,0.0
20190805:0110,0.0,0.0,0.0,24.26,0.21,0.0
20190805:0210,0.0,0.0,0.0,23.96,0.14,0.0
20190805:0310,0.0,0.0,0.0,23.61,0.14,0.0
20190805:0410,0.0,0.0,0.0,23.27,0.0,0.0
20190805:0510,0.0,0.0,0.0,23.02,0.41,0.0
20190805:0610,39.04,69.96,10.61,22.99,0.55,0.0
20190805:0710,173.28,247.7,22.24,24.63,0.9,0.0
20190805:0810,298.57,394.54,34.0,26.52,1.17,0.0
20190805:0910,483.75,641.73,45.59,28.33,1.45,0.0
20190805:1010,628.95,853.73,56.41,30.26,1.86,0.0
20190805:1110,683.61,942.65,65.14,31.99,2.21,0.0
20190805:1210,712.15,989.69,68.78,33.43,2.55,0.0
20190805:1310,686.58,946.98,64.93,34.31,3.03,0.0
20190805:1410,617.45,836.8,56.11,34.42,3.59,0.0
20190805:1510,506.34,673.54,45.24,33.52,3.93,0.0
20190805:1610,348.4,465.48,33.65,32.38,3.86,0.0
20190805:1710,175.22,263.32,21.88,30.9,3.1,0.0
20190805:1810,27.53,61.44,10.27,29.86,2.55,0.0
20190805:1910,0.0,0.0,0.0,27.97,2.83,0.0
20190805:2010,0.0,0.0,0.0,26.38,2.14,0.0
20190805:2110,0.0,0.0,0.0,25.42,1.59,0.0
20190805:2210,0.0,0.0,0.0,24.71,0.76,0.0
20190805:2310,0.0,0.0,0.0,24.62,0.28,0.0
20190806:0010,0.0,0.0,0.0,24.09,0.62,0.0
20190806:0110,0.0,0.0,0.0,24.4,0.41,0.0
20190806:0210,0.0,0.0,0.0,24.1,0.34,0.0
20190806:0310,0.0,0.0,0.0,23.83,0.14,0.0
20190806:0410,0.0,0.0,0.0,23.55,0.14,0.0
20190806:0510,0.0,0.0,0.0,23.23,0.21,0.0
20190806:0610,33.53,67.31,10.47,23.18,0.41,0.0
20190806:0710,180.64,262.71,22.1,25.36,0.69,0.0
20190806:0810,367.45,491.89,33.87,28.12,0.76,0.0
20190806:0910,516.65,696.0,45.44,30.59,1.38,0.0
20190806:1010,635.95,873.25,56.24,32.75,2.07,0.0
20190806:1110,690.92,963.93,64.91,34.65,2.48,0.0
20190806:1210,720.31,1012.12,68.5,36.1,2.9,0.0
20190806:1310,694.85,968.17,64.68,36.92,3.45,0.0
20190806:1410,622.89,855.27,55.9,37.12,3.79,0.0
20190806:1510,512.3,692.94,45.06,36.79,4.0,0.0
20190806:1610,352.66,480.56,33.47,36.16,3.72,0.0
20190806:1710,166.92,253.04,21.71,35.24,3.03,0.0
20190806:1810,30.92,64.15,10.08,33.36,3.38,0.0
20190806:1910,0.0,0.0,0.0,29.9,2.41,0.0
20190806:2010,0.0,0.0,0.0,28.25,2.0,0.0
20190806:2110,0.0,0.0,0.0,27.25,1.38,0.0
20190806:2210,0.0,0.0,0.0,26.31,0.97,0.0
20190806:2310,0.0,0.0,0.0,25.71,0.76,0.0
20190807:0010,0.0,0.0,0.0,25.5,0.48,0.0
20190807:0110,0.0,0.0,0.0,25.23,0.55,0.0
20190807:0210,0.0,0.0,0.0,24.27,0.83,0.0
20190807:0310,0.0,0.0,0.0,23.24,1.1,0.0
20190807:0410,0.0,0.0,0.0,22.43,1.45,0.0
20190807:0510,0.0,0.0,0.0,21.9,1.59,0.0
20190807:0610,38.27,65.59,10.33,22.21,1.52,0.0
20190807:0710,177.74,254.9,21.96,25.98,1.59,0.0
20190807:0810,230.09,311.26,33.73,30.92,2.07,0.0
20190807:0910,442.4,594.66,45.29,34.4,3.17,0.0
20190807:1010,517.72,710.13,56.06,36.68,3.03,0.0
20190807:1110,664.14,941.44,64.68,38.49,2.69,0.0
20190807:1210,690.38,1006.05,68.23,39.69,1.86,0.0
20190807:1310,629.81,910.49,64.43,40.53,1.93,0.0
20190807:1410,585.64,830.17,55.68,40.65,2.55,0.0
20190807:1510,288.5,400.75,44.87,39.88,3.31,0.0
20190807:1610,111.28,164.63,33.29,38.31,4.0,0.0
20190807:1710,16.58,35.95,21.53,36.18,4.07,0.0
20190807:1810,32.23,59.0,9.9,33.65,3.03,0.0
20190807:1910,0.0,0.0,0.0,30.05,2.07,0.0
20190807:2010,0.0,0.0,0.0,29.0,1.59,0.0
20190807:2110,0.0,0.0,0.0,28.42,1.17,0.0
20190807:2210,0.0,0.0,0.0,27.71,0.76,0.0
20190807:2310,0.0,0.0,0.0,27.53,0.69,0.0
20190808:0010,0.0,0.0,0.0,26.93,0.9,0.0
20190808:0110,0.0,0.0,0.0,26.21,1.03,0.0
20190808:0210,0.0,0.0,0.0,25.25,1.17,0.0
20190808:0310,0.0,0.0,0.0,23.82,1.52,0.0
20190808:0410,0.0,0.0,0.0,22.93,1.66,0.0
20190808:0510,0.0,0.0,0.0,22.21,1.66,0.0
20190808:0610,36.89,63.66,10.18,22.31,1.45,0.0
20190808:0710,184.79,272.21,21.83,26.26,0.83,0.0
20190808:0810,363.71,492.16,33.59,30.27,0.76,0.0
20190808:0910,506.23,691.96,45.14,32.81,1.17,0.0
20190808:1010,598.6,852.48,55.88,34.89,0.62,0.0
20190808:1110,662.24,968.57,64.45,36.4,0.62,0.0
20190808:1210,709.5,1022.63,67.95,37.61,1.93,0.0
20190808:1310,684.26,967.1,64.17,38.17,2.9,0.0
20190808:1410,620.92,858.61,55.46,38.1,3.66,0.0
20190808:1510,509.8,690.84,44.67,37.4,4.21,0.0
20190808:1610,354.34,481.08,33.11,36.17,4.48,0.0
20190808:1710,166.43,250.2,21.34,34.49,4.34,0.0
20190808:1810,30.67,62.37,9.7,32.6,3.66,0.0
20190808:1910,0.0,0.0,0.0,29.84,2.41,0.0
20190808:2010,0.0,0.0,0.0,28.67,1.17,0.0
20190808:2110,0.0,0.0,0.0,27.79,0.69,0.0
20190808:2210,0.0,0.0,0.0,27.21,0.55,0.0
20190808:2310,0.0,0.0,0.0,26.45,0.62,0.0
20190809:0010,0.0,0.0,0.0,25.71,0.83,0.0
20190809:0110,0.0,0.0,0.0,24.34,1.03,0.0
20190809:0210,0.0,0.0,0.0,23.05,1.31,0.0
20190809:0310,0.0,0.0,0.0,22.28,1.38,0.0
20190809:0410,0.0,0.0,0.0,21.67,1.45,0.0
20190809:0510,0.0,0.0,0.0,21.14,1.66,0.0
20190809:0610,29.64,63.61,10.03,21.44,1.72,0.0
20190809:0710,185.78,268.97,21.69,25.43,1.38,0.0
20190809:0810,368.31,496.29,33.45,30.84,1.45,0.0
20190809:0910,524.16,713.01,44.99,34.36,2.28,0.0
20190809:1010,626.06,877.93,55.69,36.88,2.21,0.0
20190809:1110,674.56,973.84,64.21,38.77,1.86,0.0
20190809:1210,705.59,1028.11,67.66,40.12,2.14,0.0
20190809:1310,680.9,978.11,63.9,40.75,2.83,0.0
20190809:1410,613.86,863.79,55.23,40.66,3.38,0.0
20190809:1510,517.94,714.77,44.47,40.1,3.79,0.0
20190809:1610,353.94,489.45,32.91,39.22,3.93,0.0
20190809:1710,166.46,255.41,21.15,37.96,3.72,0.0
20190809:1810,29.1,61.29,9.51,36.15,2.62,0.0
20190809:1910,0.0,0.0,0.0,34.18,1.38,0.0
20190809:2010,0.0,0.0,0.0,32.06,1.03,0.0
20190809:2110,0.0,0.0,0.0,30.07,0.9,0.0
20190809:2210,0.0,0.0,0.0,29.92,0.69,0.0
20190809:2310,0.0,0.0,0.0,29.1,0.83,0.0
20190810:0010,0.0,0.0,0.0,27.03,1.31,0.0
20190810:0110,0.0,0.0,0.0,25.17,1.86,0.0
20190810:0210,0.0,0.0,0.0,24.79,2.21,0.0
20190810:0310,0.0,0.0,0.0,24.78,2.48,0.0
20190810:0410,0.0,0.0,0.0,24.8,2.41,0.0
20190810:0510,0.0,0.0,0.0,24.73,2.48,0.0
20190810:0610,32.67,64.45,9.89,25.05,2.28,0.0
20190810:0710,172.86,252.35,21.55,28.79,2.21,0.0
20190810:0810,349.73,466.57,33.31,32.15,3.66,0.0
20190810:0910,502.03,675.3,44.83,34.5,3.17,0.0
20190810:1010,595.74,837.62,55.51,36.45,1.59,0.0
20190810:1110,659.21,936.12,63.97,37.73,2.21,0.0
20190810:1210,713.05,994.17,67.37,37.96,4.14,0.0
20190810:1310,690.2,951.07,63.63,37.36,4.55,0.0
20190810:1410,615.66,838.11,55.0,36.8,4.41,0.0
20190810:1510,504.02,677.29,44.26,36.12,4.34,0.0
20190810:1610,344.39,466.29,32.72,35.12,4.0,0.0
20190810:1710,162.11,244.48,20.95,33.89,3.45,0.0
20190810:1810,28.78,59.11,9.3,32.32,3.1,0.0
20190810:1910,0.0,0.0,0.0,29.51,2.55,0.0
20190810:2010,0.0,0.0,0.0,28.43,1.52,0.0
20190810:2110,0.0,0.0,0.0,27.71,0.97,0.0
20190810:2210,0.0,0.0,0.0,27.29,0.48,0.0
20190810:2310,0.0,0.0,0.0,26.79,0.55,0.0
20190811:0010,0.0,0.0,0.0,26.04,0.76,0.0
20190811:0110,0.0,0.0,0.0,24.98,0.9,0.0
20190811:0210,0.0,0.0,0.0,24.22,1.1,0.0
20190811:0310,0.0,0.0,0.0,24.27,0.9,0.0
20190811:0410,0.0,0.0,0.0,24.86,0.28,0.0
20190811:0510,0.0,0.0,0.0,24.51,0.28,0.0
20190811:0610,27.65,60.54,9.74,24.46,0.41,0.0
20190811:0710,152.1,216.7,21.41,25.97,0.76,0.0
20190811:0810,347.69,464.34,33.17,27.82,0.69,0.0
