Latitude (decimal degrees):	46.457
Longitude (decimal degrees):	11.323
Elevation (m):	231
Radiation database:	PVGIS-SARAH2


Slope: 30 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20180427:1710,34.06,76.73,10.3,13.44,0.76,0.0
20180427:1810,0.0,0.0,0.0,12.35,0.69,0.0
20180427:1910,0.0,0.0,0.0,12.34,0.69,0.0
20180427:2010,0.0,0.0,0.0,11.53,0.55,0.0
20180427:2110,0.0,0.0,0.0,10.6,0.48,0.0
20180427:2210,0.0,0.0,0.0,9.79,0.48,0.0
20180427:2310,0.0,0.0,0.0,8.91,0.48,0.0
20180428:0010,0.0,0.0,0.0,7.96,0.48,0.0
20180428:0110,0.0,0.0,0.0,6.63,0.48,0.0
20180428:0210,0.0,0.0,0.0,5.62,0.48,0.0
20180428:0310,0.0,0.0,0.0,4.61,0.48,0.0
20180428:0410,0.0,0.0,0.0,4.24,0.48,0.0
20180428:0510,32.1,51.59,9.93,4.3,0.48,0.0
20180428:0610,205.05,268.75,20.22,6.15,0.41,0.0
20180428:0710,410.99,503.38,30.47,9.28,0.41,0.0
20180428:0810,574.67,721.43,40.26,11.93,0.21,0.0
20180428:0910,647.61,831.87,48.88,14.13,0.41,0.0
20180428:1010,758.37,979.18,55.21,15.04,1.38,0.0
20180428:1110,796.55,1038.07,57.7,15.82,1.52,0.0
20180428:1210,682.65,872.11,55.46,16.16,1.66,0.0
20180428:1310,84.47,118.25,49.31,16.47,1.72,0.0
20180428:1410,350.87,436.74,40.77,16.26,1.52,0.0
20180428:1510,376.16,469.69,31.03,15.93,1.38,0.0
20180428:1610,209.98,284.26,20.79,15.53,1.17,0.0
20180428:1710,34.68,78.37,10.5,15.12,0.62,0.0
20180428:1810,0.0,0.0,0.0,13.69,0.55,0.0
20180428:1910,0.0,0.0,0.0,13.62,0.34,0.0
20180428:2010,0.0,0.0,0.0,12.62,0.41,0.0
20180428:2110,0.0,0.0,0.0,11.61,0.48,0.0
20180428:2210,0.0,0.0,0.0,10.68,0.48,0.0
20180428:2310,0.0,0.0,0.0,9.79,0.55,0.0
20180429:0010,0.0,0.0,0.0,9.01,0.55,0.0
20180429:0110,0.0,0.0,0.0,8.42,0.41,0.0
20180429:0210,0.0,0.0,0.0,8.0,0.48,0.0
20180429:0310,0.0,0.0,0.0,7.62,0.55,0.0
20180429:0410,0.0,0.0,0.0,7.23,0.55,0.0
20180429:0510,33.85,54.3,10.18,7.13,0.55,0.0
20180429:0610,189.6,248.82,20.46,8.44,0.34,0.0
20180429:0710,246.49,306.89,30.72,11.69,0.28,0.0
20180429:0810,493.12,615.78,40.52,13.71,0.48,0.0
20180429:0910,533.46,671.77,49.17,15.22,0.9,0.0
20180429:1010,717.65,930.84,55.52,16.32,1.17,0.0
20180429:1110,482.7,608.8,58.02,16.94,1.31,0.0
20180429:1210,623.58,789.09,55.75,15.88,1.66,0.0
20180429:1310,323.59,404.18,49.55,15.52,1.1,0.0
20180429:1410,115.16,154.19,40.99,15.05,0.83,0.0
20180429:1510,46.63,71.89,31.23,14.74,0.97,0.0
20180429:1610,65.61,94.6,20.98,13.79,1.17,0.0
20180429:1710,18.13,35.0,10.69,12.58,0.48,0.0
20180429:1810,0.0,0.0,0.0,11.2,0.97,0.0
20180429:1910,0.0,0.0,0.0,10.11,0.76,0.0
20180429:2010,0.0,0.0,0.0,9.15,0.76,0.0
20180429:2110,0.0,0.0,0.0,8.57,0.76,0.0
20180429:2210,0.0,0.0,0.0,7.99,0.97,0.0
20180429:2310,0.0,0.0,0.0,8.11,0.83,0.0
20180430:0010,0.0,0.0,0.0,7.55,1.03,0.0
20180430:0110,0.0,0.0,0.0,7.44,0.97,0.0
20180430:0210,0.0,0.0,0.0,7.37,0.9,0.0
20180430:0310,0.0,0.0,0.0,6.94,0.9,0.0
20180430:0410,0.0,0.0,0.0,6.71,0.9,0.0
20180430:0510,24.5,42.54,10.43,6.9,0.97,0.0
20180430:0610,222.87,294.61,20.7,8.02,1.17,0.0
20180430:0710,436.25,532.45,30.97,10.08,1.17,0.0
20180430:0810,616.08,758.46,40.78,10.79,1.24,0.0
20180430:0910,739.5,931.43,49.45,12.19,1.52,0.0
20180430:1010,813.73,1039.6,55.82,13.19,1.86,0.0
20180430:1110,846.33,1086.04,58.32,13.8,2.14,0.0
20180430:1210,821.16,1042.49,56.03,14.41,2.62,0.0
20180430:1310,746.29,931.81,49.8,14.03,2.69,0.0
20180430:1410,621.14,763.0,41.2,13.76,2.55,0.0
20180430:1510,439.8,538.75,31.43,13.21,2.28,0.0
20180430:1610,227.61,303.36,21.17,12.33,1.66,0.0
20180430:1710,40.64,83.89,10.89,11.49,1.38,0.0
20180430:1810,0.0,0.0,0.0,10.44,1.1,0.0
20180430:1910,0.0,0.0,0.0,9.0,0.9,0.0
20180430:2010,0.0,0.0,0.0,8.6,0.83,0.0
20180430:2110,0.0,0.0,0.0,8.6,0.69,0.0
20180430:2210,0.0,0.0,0.0,8.05,0.62,0.0
20180430:2310,0.0,0.0,0.0,7.49,0.62,0.0
20180501:0010,0.0,0.0,0.0,6.82,0.55,0.0
20180501:0110,0.0,0.0,0.0,6.14,0.55,0.0
20180501:0210,0.0,0.0,0.0,5.69,0.55,0.0
20180501:0310,0.0,0.0,0.0,5.1,0.48,0.0
20180501:0410,0.0,0.0,0.0,4.64,0.48,0.0
20180501:0510,22.63,39.82,10.67,4.65,0.48,0.0
20180501:0610,198.98,256.48,20.94,5.77,0.34,0.0
20180501:0710,298.7,363.46,31.21,8.3,0.48,0.0
20180501:0810,292.98,356.82,41.03,9.77,1.03,0.0
20180501:0910,373.38,454.44,49.72,10.88,1.38,0.0
20180501:1010,363.71,444.48,56.12,11.94,1.72,0.0
20180501:1110,326.89,401.29,58.63,12.53,1.79,0.0
20180501:1210,412.74,506.3,56.31,12.81,1.72,0.0
20180501:1310,467.95,574.09,50.04,12.48,1.52,0.0
20180501:1410,440.4,537.83,41.42,11.88,1.31,0.0
20180501:1510,251.79,311.46,31.62,11.37,0.83,0.0
20180501:1610,159.29,207.71,21.36,11.17,0.62,0.0
20180501:1710,50.52,82.48,11.08,10.62,0.48,0.0
20180501:1810,0.0,0.0,0.0,9.79,0.48,0.0
20180501:1910,0.0,0.0,0.0,9.05,0.62,0.0
20180501:2010,0.0,0.0,0.0,8.73,0.41,0.0
20180501:2110,0.0,0.0,0.0,7.84,0.14,0.0
20180501:2210,0.0,0.0,0.0,7.31,0.14,0.0
20180501:2310,0.0,0.0,0.0,7.01,0.14,0.0
20180502:0010,0.0,0.0,0.0,6.74,0.14,0.0
20180502:0110,0.0,0.0,0.0,6.17,0.21,0.0
20180502:0210,0.0,0.0,0.0,6.04,0.28,0.0
20180502:0310,0.0,0.0,0.0,5.67,0.41,0.0
20180502:0410,0.0,0.0,0.0,5.38,0.41,0.0
20180502:0510,2.44,10.86,10.9,5.33,0.41,0.0
20180502:0610,18.76,35.0,21.17,6.03,0.28,0.0
20180502:0710,43.56,66.22,31.44,7.53,0.48,0.0
20180502:0810,68.18,95.54,41.28,8.12,0.55,0.0
20180502:0910,126.63,162.71,49.99,7.86,0.76,0.0
20180502:1010,212.86,262.35,56.41,8.36,0.83,0.0
20180502:1110,207.21,257.31,58.93,9.65,0.83,0.0
20180502:1210,445.97,551.11,56.59,11.27,0.48,0.0
20180502:1310,618.4,786.61,50.28,12.26,0.21,0.0
20180502:1410,257.55,321.35,41.63,12.65,0.21,0.0
20180502:1510,80.43,111.63,31.82,12.02,0.41,0.0
20180502:1610,64.57,92.71,21.55,11.73,0.34,0.0
20180502:1710,41.58,66.22,11.28,11.3,0.48,0.0
20180502:1810,0.0,0.0,0.0,10.61,0.62,0.0
20180502:1910,0.0,0.0,0.0,10.15,0.41,0.0
20180502:2010,0.0,0.0,0.0,9.3,0.48,0.0
20180502:2110,0.0,0.0,0.0,8.68,0.55,0.0
20180502:2210,0.0,0.0,0.0,8.37,0.41,0.0
20180502:2310,0.0,0.0,0.0,7.93,0.41,0.0
20180503:0010,0.0,0.0,0.0,7.84,0.41,0.0
20180503:0110,0.0,0.0,0.0,7.83,0.41,0.0
20180503:0210,0.0,0.0,0.0,7.65,0.48,0.0
20180503:0310,0.0,0.0,0.0,7.66,0.48,0.0
20180503:0410,0.0,0.0,0.0,7.3,0.48,0.0
20180503:0510,10.93,24.44,11.13,7.48,0.41,0.0
20180503:0610,28.81,48.24,21.4,8.18,0.34,0.0
20180503:0710,176.9,223.59,31.67,11.03,0.48,0.0
20180503:0810,197.06,248.6,41.52,12.57,0.69,0.0
20180503:0910,296.85,370.12,50.25,14.54,1.03,0.0
20180503:1010,460.89,579.27,56.7,16.12,1.1,0.0
20180503:1110,751.51,986.39,59.22,17.09,1.17,0.0
20180503:1210,557.47,711.56,56.86,17.77,1.24,0.0
20180503:1310,374.61,471.8,50.51,17.78,1.24,0.0
20180503:1410,449.89,566.34,41.83,17.56,1.1,0.0
20180503:1510,341.25,427.73,32.01,16.23,1.1,0.0
20180503:1610,12.54,27.43,21.74,14.82,0.9,0.0
20180503:1710,50.09,86.61,11.47,13.44,1.03,0.0
20180503:1810,0.0,0.0,0.0,12.19,1.03,0.0
20180503:1910,0.0,0.0,0.0,11.98,1.24,0.0
20180503:2010,0.0,0.0,0.0,11.57,1.1,0.0
20180503:2110,0.0,0.0,0.0,11.13,1.03,0.0
20180503:2210,0.0,0.0,0.0,10.9,0.97,0.0
20180503:2310,0.0,0.0,0.0,10.72,0.9,0.0
20180504:0010,0.0,0.0,0.0,10.32,0.9,0.0
20180504:0110,0.0,0.0,0.0,9.92,0.9,0.0
20180504:0210,0.0,0.0,0.0,9.43,0.9,0.0
20180504:0310,0.0,0.0,0.0,9.07,0.83,0.0
20180504:0410,0.0,0.0,0.0,8.9,0.76,0.0
20180504:0510,22.13,39.82,11.36,9.01,0.69,0.0
20180504:0610,67.8,95.54,21.62,9.32,0.69,0.0
20180504:0710,77.41,107.84,31.9,11.7,0.69,0.0
20180504:0810,72.78,103.11,41.76,13.53,0.9,0.0
20180504:0910,92.56,126.76,50.51,13.92,0.9,0.0
20180504:1010,140.36,183.52,56.99,14.48,0.9,0.0
20180504:1110,217.11,275.59,59.52,14.94,0.69,0.0
20180504:1210,136.49,179.74,57.13,15.13,0.48,0.0
20180504:1310,152.08,198.66,50.74,15.43,0.34,0.0
20180504:1410,125.7,167.44,42.04,15.84,0.48,0.0
20180504:1510,43.54,68.11,32.2,14.75,0.62,0.0
20180504:1610,133.93,177.99,21.92,14.13,0.62,0.0
20180504:1710,5.21,16.08,11.66,13.62,0.69,0.0
20180504:1810,0.0,0.0,0.0,12.69,0.62,0.0
20180504:1910,0.0,0.0,0.0,11.9,0.62,0.0
20180504:2010,0.0,0.0,0.0,11.57,0.55,0.0
20180504:2110,0.0,0.0,0.0,11.05,0.48,0.0
20180504:2210,0.0,0.0,0.0,10.38,0.48,0.0
20180504:2310,0.0,0.0,0.0,9.62,0.48,0.0
20180505:0010,0.0,0.0,0.0,8.66,0.55,0.0
20180505:0110,0.0,0.0,0.0,8.06,0.55,0.0
20180505:0210,0.0,0.0,0.0,7.8,0.55,0.0
20180505:0310,0.0,0.0,0.0,7.8,0.62,0.0
20180505:0410,0.0,0.0,0.0,7.96,0.62,0.0
20180505:0510,16.07,31.68,11.58,8.34,0.62,0.0
20180505:0610,127.07,165.89,21.83,9.23,0.55,0.0
20180505:0710,137.97,177.28,32.12,9.83,0.55,0.0
20180505:0810,81.6,112.57,41.99,11.13,0.48,0.0
20180505:0910,114.37,151.36,50.77,11.99,0.62,0.0
20180505:1010,73.02,103.11,57.27,12.69,0.55,0.0
20180505:1110,447.0,558.44,59.8,13.3,0.48,0.0
20180505:1210,279.02,348.84,57.39,13.71,0.55,0.0
20180505:1310,305.32,382.47,50.97,15.19,0.76,0.0
20180505:1410,418.02,522.72,42.24,15.62,0.76,0.0
20180505:1510,366.3,459.82,32.39,15.69,0.69,0.0
20180505:1610,161.77,215.04,22.11,15.79,0.76,0.0
20180505:1710,43.67,69.65,11.85,15.56,0.55,0.0
20180505:1810,0.0,0.0,0.0,14.44,0.48,0.0
20180505:1910,0.0,0.0,0.0,13.75,0.48,0.0
20180505:2010,0.0,0.0,0.0,12.84,0.48,0.0
20180505:2110,0.0,0.0,0.0,12.37,0.34,0.0
20180505:2210,0.0,0.0,0.0,11.86,0.34,0.0
20180505:2310,0.0,0.0,0.0,11.42,0.34,0.0
20180506:0010,0.0,0.0,0.0,10.76,0.34,0.0
20180506:0110,0.0,0.0,0.0,9.9,0.34,0.0
20180506:0210,0.0,0.0,0.0,9.01,0.41,0.0
20180506:0310,0.0,0.0,0.0,7.81,0.48,0.0
20180506:0410,0.0,0.0,0.0,6.85,0.55,0.0
20180506:0510,37.6,58.83,11.79,6.78,0.48,0.0
20180506:0610,218.16,286.33,22.05,8.51,0.34,0.0
20180506:0710,412.65,513.71,32.33,12.59,0.34,0.0
20180506:0810,574.11,730.93,42.22,15.4,0.41,0.0
20180506:0910,689.38,904.57,51.01,17.3,0.55,0.0
20180506:1010,751.25,1014.55,57.54,19.0,0.48,0.0
20180506:1110,768.76,1052.75,60.09,20.0,0.41,0.0
20180506:1210,740.88,1015.97,57.65,20.81,0.28,0.0
20180506:1310,654.44,880.52,51.2,21.15,0.21,0.0
20180506:1410,558.97,730.3,42.44,20.07,0.28,0.0
20180506:1510,315.99,403.88,32.57,18.66,0.34,0.0
20180506:1610,12.96,28.38,22.29,17.95,0.76,0.0
20180506:1710,21.16,39.73,12.03,16.84,0.28,0.0
20180506:1810,0.0,0.0,0.0,15.91,0.28,0.0
20180506:1910,0.0,0.0,0.0,14.37,1.1,0.0
20180506:2010,0.0,0.0,0.0,13.44,1.03,0.0
20180506:2110,0.0,0.0,0.0,13.5,0.76,0.0
20180506:2210,0.0,0.0,0.0,12.72,0.69,0.0
20180506:2310,0.0,0.0,0.0,11.96,0.76,0.0
20180507:0010,0.0,0.0,0.0,11.36,0.69,0.0
20180507:0110,0.0,0.0,0.0,10.78,0.55,0.0
20180507:0210,0.0,0.0,0.0,10.42,0.41,0.0
20180507:0310,0.0,0.0,0.0,9.63,0.48,0.0
20180507:0410,0.0,0.0,0.0,8.39,0.55,0.0
20180507:0510,52.36,76.93,12.0,8.14,0.48,0.0
20180507:0610,208.27,272.8,22.25,9.91,0.28,0.0
20180507:0710,409.58,508.66,32.54,12.33,0.41,0.0
20180507:0810,504.26,632.81,42.44,14.06,0.41,0.0
20180507:0910,520.39,663.76,51.25,15.46,0.21,0.0
20180507:1010,560.28,726.83,57.81,16.77,0.14,0.0
20180507:1110,493.06,633.65,60.36,17.45,0.34,0.0
20180507:1210,340.04,432.17,57.91,17.96,0.62,0.0
20180507:1310,224.03,287.35,51.42,17.5,0.55,0.0
20180507:1410,202.97,260.07,42.64,16.82,1.03,0.0
20180507:1510,424.14,535.6,32.76,15.78,0.48,0.0
20180507:1610,215.75,290.63,22.47,14.97,0.21,0.0
20180507:1710,46.68,91.94,12.22,13.97,0.41,0.0
20180507:1810,0.0,0.0,0.0,13.21,0.07,0.0
20180507:1910,0.0,0.0,0.0,13.51,0.21,0.0
20180507:2010,0.0,0.0,0.0,12.52,0.07,0.0
20180507:2110,0.0,0.0,0.0,11.1,0.34,0.0
20180507:2210,0.0,0.0,0.0,9.78,0.41,0.0
20180507:2310,0.0,0.0,0.0,7.79,0.41,0.0
20180508:0010,0.0,0.0,0.0,6.76,0.48,0.0
20180508:0110,0.0,0.0,0.0,6.22,0.48,0.0
20180508:0210,0.0,0.0,0.0,5.2,0.55,0.0
20180508:0310,0.0,0.0,0.0,4.64,0.48,0.0
20180508:0410,0.0,0.0,0.0,4.05,0.55,0.0
20180508:0510,32.69,52.49,12.21,5.2,0.41,0.0
20180508:0610,225.96,296.49,22.45,8.08,0.34,0.0
20180508:0710,422.63,522.45,32.74,11.06,0.34,0.0
20180508:0810,578.84,733.04,42.65,13.43,0.21,0.0
20180508:0910,691.4,906.31,51.49,15.34,0.21,0.0
20180508:1010,750.75,1002.29,58.07,16.69,0.41,0.0
20180508:1110,747.89,1000.69,60.64,17.24,0.48,0.0
20180508:1210,236.6,302.96,58.16,17.85,0.76,0.0
20180508:1310,270.02,343.13,51.64,17.9,1.03,0.0
20180508:1410,466.28,583.97,42.83,15.9,0.97,0.0
20180508:1510,24.25,43.52,32.94,14.82,1.03,0.0
20180508:1610,33.22,54.87,22.65,13.57,0.9,0.0
20180508:1710,12.66,27.43,12.4,13.0,0.14,0.0
20180508:1810,0.0,3.62,2.54,11.76,0.07,0.0
20180508:1910,0.0,0.0,0.0,11.55,0.83,0.0
20180508:2010,0.0,0.0,0.0,10.66,0.83,0.0
20180508:2110,0.0,0.0,0.0,10.12,0.76,0.0
20180508:2210,0.0,0.0,0.0,9.49,0.55,0.0
20180508:2310,0.0,0.0,0.0,8.81,0.41,0.0
20180509:0010,0.0,0.0,0.0,8.0,0.55,0.0
20180509:0110,0.0,0.0,0.0,7.17,0.48,0.0
20180509:0210,0.0,0.0,0.0,6.58,0.41,0.0
20180509:0310,0.0,0.0,0.0,6.21,0.34,0.0
20180509:0410,0.0,5.43,2.56,5.8,0.34,0.0
20180509:0510,52.71,76.93,12.41,6.67,0.14,0.0
20180509:0610,138.82,179.26,22.65,8.34,0.14,0.0
20180509:0710,284.49,350.89,32.94,10.5,0.21,0.0
20180509:0810,532.36,662.69,42.86,12.15,0.48,0.0
20180509:0910,484.3,604.02,51.72,13.21,0.62,0.0
20180509:1010,277.16,346.09,58.33,13.82,0.83,0.0
20180509:1110,758.24,986.61,60.91,14.33,0.97,0.0
20180509:1210,75.74,106.9,58.41,14.04,0.76,0.0
20180509:1310,43.62,68.11,51.86,14.53,0.97,0.0
20180509:1410,67.99,97.44,43.02,13.47,0.55,0.0
20180509:1510,46.93,71.89,33.12,13.3,0.55,0.0
20180509:1610,110.26,147.77,22.83,12.95,0.55,0.0
20180509:1710,51.61,78.98,12.58,11.86,0.21,0.0
20180509:1810,0.25,6.34,2.73,10.98,0.48,0.0
20180509:1910,0.0,0.0,0.0,10.85,0.41,0.0
20180509:2010,0.0,0.0,0.0,9.69,0.21,0.0
20180509:2110,0.0,0.0,0.0,8.13,0.34,0.0
20180509:2210,0.0,0.0,0.0,7.25,0.34,0.0
20180509:2310,0.0,0.0,0.0,6.62,0.41,0.0
20180510:0010,0.0,0.0,0.0,5.87,0.48,0.0
20180510:0110,0.0,0.0,0.0,5.38,0.48,0.0
20180510:0210,0.0,0.0,0.0,4.93,0.41,0.0
20180510:0310,0.0,0.0,0.0,4.84,0.48,0.0
20180510:0410,0.0,1.81,2.77,4.75,0.48,0.0
20180510:0510,7.95,19.91,12.6,5.45,0.55,0.0
20180510:0610,159.68,203.55,22.84,7.34,0.55,0.0
20180510:0710,81.52,111.63,33.14,9.45,0.76,0.0
20180510:0810,113.24,149.46,43.06,10.99,0.48,0.0
20180510:0910,142.19,184.47,51.95,12.41,0.28,0.0
20180510:1010,126.92,167.44,58.58,13.53,0.14,0.0
20180510:1110,600.34,773.06,61.17,14.52,0.28,0.0
20180510:1210,723.53,956.62,58.65,15.17,0.28,0.0
20180510:1310,647.53,839.39,52.07,15.33,0.34,0.0
20180510:1410,558.77,716.54,43.21,15.62,0.07,0.0
20180510:1510,426.63,540.87,33.29,15.73,0.21,0.0
20180510:1610,228.05,309.52,23.0,15.57,0.34,0.0
20180510:1710,46.31,95.17,12.76,14.93,0.41,0.0
20180510:1810,1.83,9.96,2.92,14.09,0.21,0.0
20180510:1910,0.0,0.0,0.0,13.85,0.48,0.0
20180510:2010,0.0,0.0,0.0,13.05,0.55,0.0
20180510:2110,0.0,0.0,0.0,12.22,0.69,0.0
20180510:2210,0.0,0.0,0.0,11.59,0.83,0.0
20180510:2310,0.0,0.0,0.0,11.12,0.76,0.0
20180511:0010,0.0,0.0,0.0,10.63,0.69,0.0
20180511:0110,0.0,0.0,0.0,10.21,0.69,0.0
20180511:0210,0.0,0.0,0.0,9.81,0.69,0.0
20180511:0310,0.0,0.0,0.0,9.39,0.69,0.0
20180511:0410,0.0,1.81,2.97,8.96,0.69,0.0
20180511:0510,45.44,68.78,12.79,8.71,0.62,0.0
20180511:0610,204.67,265.15,23.02,9.69,0.55,0.0
20180511:0710,252.87,313.77,33.32,11.93,0.76,0.0
20180511:0810,398.95,494.9,43.26,13.31,0.48,0.0
20180511:0910,231.65,293.88,52.16,14.66,0.07,0.0
20180511:1010,147.24,192.98,58.82,15.76,0.55,0.0
20180511:1110,471.93,598.46,61.43,16.74,0.83,0.0
20180511:1210,462.68,584.82,58.89,16.75,0.97,0.0
20180511:1310,491.18,621.56,52.28,16.75,0.9,0.0
20180511:1410,529.18,662.81,43.4,15.57,1.17,0.0
20180511:1510,333.32,415.83,33.47,14.8,0.9,0.0
20180511:1610,13.93,29.33,23.17,13.75,0.34,0.0
20180511:1710,51.66,97.61,12.94,13.46,0.28,0.0
20180511:1810,1.84,9.96,3.1,12.97,0.41,0.0
20180511:1910,0.0,0.0,0.0,12.76,0.28,0.0
20180511:2010,0.0,0.0,0.0,12.01,0.28,0.0
20180511:2110,0.0,0.0,0.0,9.36,0.34,0.0
20180511:2210,0.0,0.0,0.0,8.46,0.48,0.0
20180511:2310,0.0,0.0,0.0,7.35,0.48,0.0
20180512:0010,0.0,0.0,0.0,6.8,0.55,0.0
20180512:0110,0.0,0.0,0.0,6.04,0.55,0.0
20180512:0210,0.0,0.0,0.0,5.74,0.55,0.0
20180512:0310,0.0,0.0,0.0,5.46,0.55,0.0
20180512:0410,0.0,4.53,3.16,5.23,0.48,0.0
20180512:0510,54.48,78.74,12.98,5.98,0.69,0.0
20180512:0610,233.1,304.36,23.2,7.92,0.62,0.0
20180512:0710,435.95,537.49,33.51,11.13,0.62,0.0
20180512:0810,595.03,750.09,43.45,13.27,0.48,0.0
20180512:0910,598.59,771.94,52.38,14.99,0.14,0.0
20180512:1010,615.49,796.09,59.06,16.21,0.55,0.0
20180512:1110,596.27,769.27,61.68,16.92,0.76,0.0
20180512:1210,346.52,436.98,59.13,16.73,0.83,0.0
20180512:1310,566.06,721.08,52.49,16.71,0.97,0.0
20180512:1410,531.58,670.42,43.58,16.66,1.1,0.0
20180512:1510,369.66,464.21,33.64,16.46,1.03,0.0
20180512:1610,196.16,260.33,23.34,16.07,0.9,0.0
20180512:1710,44.68,95.79,13.11,15.08,0.62,0.0
20180512:1810,2.75,11.77,3.29,14.15,0.62,0.0
20180512:1910,0.0,0.0,0.0,13.4,0.41,0.0
20180512:2010,0.0,0.0,0.0,12.65,0.41,0.0
20180512:2110,0.0,0.0,0.0,11.98,0.28,0.0
20180512:2210,0.0,0.0,0.0,11.27,0.41,0.0
20180512:2310,0.0,0.0,0.0,9.68,0.41,0.0
20180513:0010,0.0,0.0,0.0,7.77,0.41,0.0
20180513:0110,0.0,0.0,0.0,7.07,0.41,0.0
20180513:0210,0.0,0.0,0.0,6.57,0.48,0.0
20180513:0310,0.0,0.0,0.0,6.52,0.48,0.0
20180513:0410,0.0,5.43,3.35,6.61,0.48,0.0
20180513:0510,57.95,83.27,13.15,7.23,0.41,0.0
20180513:0610,230.35,301.5,23.38,8.88,0.34,0.0
20180513:0710,419.14,521.09,33.68,11.91,0.21,0.0
20180513:0810,489.49,610.76,43.64,13.59,0.55,0.0
20180513:0910,664.66,850.86,52.58,14.65,0.83,0.0
20180513:1010,599.48,763.75,59.3,15.14,0.9,0.0
20180513:1110,274.12,345.1,61.93,15.84,1.1,0.0
20180513:1210,324.51,407.22,59.36,16.42,1.31,0.0
20180513:1310,384.3,480.42,52.69,16.37,1.38,0.0
20180513:1410,208.23,265.53,43.76,16.31,1.24,0.0
20180513:1510,152.1,198.18,33.81,15.76,1.24,0.0
20180513:1610,182.57,239.75,23.51,14.97,1.17,0.0
20180513:1710,59.47,101.91,13.28,13.97,0.9,0.0
20180513:1810,2.77,11.77,3.47,13.07,0.62,0.0
20180513:1910,0.0,0.0,0.0,10.86,0.62,0.0
20180513:2010,0.0,0.0,0.0,10.89,0.34,0.0
20180513:2110,0.0,0.0,0.0,10.28,0.21,0.0
20180513:2210,0.0,0.0,0.0,9.66,0.41,0.0
20180513:2310,0.0,0.0,0.0,8.88,0.41,0.0
20180514:0010,0.0,0.0,0.0,8.1,0.34,0.0
20180514:0110,0.0,0.0,0.0,7.46,0.28,0.0
20180514:0210,0.0,0.0,0.0,7.19,0.34,0.0
20180514:0310,0.0,0.0,0.0,6.97,0.34,0.0
20180514:0410,0.0,1.81,3.53,6.92,0.48,0.0
20180514:0510,10.95,24.44,13.33,7.13,0.55,0.0
20180514:0610,33.32,53.92,23.55,8.49,0.62,0.0
20180514:0710,168.74,214.51,33.85,11.07,0.14,0.0
20180514:0810,92.28,125.82,43.82,12.23,0.07,0.0
20180514:0910,68.93,98.38,52.79,12.87,0.21,0.0
20180514:1010,120.86,159.87,59.53,13.01,0.21,0.0
20180514:1110,143.06,186.36,62.18,13.42,0.21,0.0
20180514:1210,64.92,93.65,59.59,13.18,0.48,0.0
20180514:1310,196.25,248.09,52.89,13.01,0.9,0.0
20180514:1410,319.97,393.55,43.94,12.07,0.9,0.0
20180514:1510,64.49,92.71,33.98,12.15,0.69,0.0
20180514:1610,26.81,46.35,23.68,11.84,0.48,0.0
20180514:1710,6.48,17.97,13.45,10.54,0.69,0.0
20180514:1810,0.0,2.72,3.65,9.76,0.69,0.0
20180514:1910,0.0,0.0,0.0,7.82,0.14,0.0
20180514:2010,0.0,0.0,0.0,7.62,0.21,0.0
20180514:2110,0.0,0.0,0.0,7.44,0.28,0.0
20180514:2210,0.0,0.0,0.0,7.16,0.41,0.0
20180514:2310,0.0,0.0,0.0,6.79,0.41,0.0
20180515:0010,0.0,0.0,0.0,6.09,0.34,0.0
20180515:0110,0.0,0.0,0.0,5.69,0.41,0.0
20180515:0210,0.0,0.0,0.0,5.91,0.41,0.0
20180515:0310,0.0,0.0,0.0,5.87,0.41,0.0
20180515:0410,0.0,2.72,3.71,6.08,0.28,0.0
20180515:0510,10.41,23.53,13.5,5.57,0.41,0.0
20180515:0610,34.6,54.87,23.71,5.49,0.62,0.0
20180515:0710,32.18,52.03,34.02,6.13,0.76,0.0
20180515:0810,177.53,219.65,44.0,6.35,0.69,0.0
20180515:0910,134.53,171.22,52.98,7.02,0.62,0.0
20180515:1010,172.34,214.74,59.75,7.61,0.9,0.0
20180515:1110,431.25,523.38,62.41,8.67,0.97,0.0
20180515:1210,393.33,479.84,59.81,9.93,0.9,0.0
20180515:1310,373.8,454.68,53.08,10.19,1.17,0.0
20180515:1410,294.35,358.88,44.12,10.07,1.17,0.0
20180515:1510,70.42,98.38,34.15,8.84,0.9,0.0
20180515:1610,15.06,30.27,23.84,8.09,0.69,0.0
20180515:1710,4.84,15.14,13.62,7.33,0.48,0.0
20180515:1810,0.0,2.72,3.83,6.95,0.55,0.0
20180515:1910,0.0,0.0,0.0,7.76,0.21,0.0
20180515:2010,0.0,0.0,0.0,7.32,0.21,0.0
20180515:2110,0.0,0.0,0.0,6.73,0.28,0.0
20180515:2210,0.0,0.0,0.0,6.06,0.21,0.0
20180515:2310,0.0,0.0,0.0,5.61,0.34,0.0
20180516:0010,0.0,0.0,0.0,4.59,0.34,0.0
20180516:0110,0.0,0.0,0.0,4.21,0.41,0.0
20180516:0210,0.0,0.0,0.0,3.24,0.41,0.0
20180516:0310,0.0,0.0,0.0,2.44,0.48,0.0
20180516:0410,4.59,14.48,3.88,2.22,0.48,0.0
20180516:0510,58.42,82.36,13.66,2.83,0.41,0.0
20180516:0610,238.77,307.45,23.87,5.88,0.21,0.0
